Item,Size,Price,Supplier
RUDBECKIA hirta (Black-eyed Susan),"2 1/2"" Plug Pots",1.5,R
RUDBECKIA hirta (Black-eyed Susan),Black Quart,4.0,R
RUDBECKIA hirta Cherokee Sunset (Cherokee Sunset Black-eyed Susan),Green Quart,4.5,R
RUDBECKIA hirta Cherry Brandy (Cherry Brandy Black-eyed Susan),Black Quart,4.0,R
RUDBECKIA hirta Goldilocks (Goldilocks Black-eyed Susan),Black Quart,4.0,R
RUDBECKIA hirta Indian Summer (Indian Summer Black-eyed Susan),#1 Container Black,6.0,R
RUDBECKIA hirta Indian Summer (Indian Summer Black-eyed Susan),Black Quart,4.0,R
RUDBECKIA hirta Irish Eyes (Irish Eyes Black-eyed Susan),Black Quart,4.0,R
RUDBECKIA maxima (Great Coneflower),Green Quart,4.5,R
RUDBECKIA nitida Autumn Sun (Autumn Sun Coneflower),#1 Container Black,7.0,R
RUDBECKIA subtomentosa (Sweet Coneflower),"2 1/2"" Plug Pots",1.8,R
RUDBECKIA subtomentosa (Sweet Coneflower),Green Quart,4.5,R
RUDBECKIA subtomentosa Henry Eilers (Henry Eilers Sweet Coneflower),#1 Container Black,10.0,R
RUDBECKIA subtomentosa Little Henry (Little Henry Sweet Coneflower),#1 Container Black,10.0,R
RUDBECKIA triloba (Brown-eyed Susan),Black Quart,4.0,R
RUDBECKIA triloba Prairie Glow (Prairie Glow Brown-eyed Susan),Green Quart,4.5,R
RUDBECKIA x American Gold Rush (American Gold Rush Showy Coneflower),#1 Container Black,9.5,R
RUDBECKIA x Glitters Like Gold (Glitters Like Gold Showy Coneflower),#1 Container Black,9.5,R
RUELLIA humilis (Wild Petunia),"2 1/2"" Plug Pots",1.8,R
RUELLIA humilis (Wild Petunia),Green Quart,4.5,R
SACCHARUM ravennae (Hardy Pampas Grass),#1 Container Black,7.0,R
SAGINA subulata (Irish Moss),Black Pint,2.25,R
SAGINA subulata Aurea (Scotch Moss),Black Pint,2.25,R
SALVIA argentea (Silver Sage),Green Quart,4.5,R
SALVIA azurea (Blue Sage),Green Quart,4.5,R
SALVIA nemorosa Blue by You (Blue by You Sage),Green Quart,4.5,R
SALVIA nemorosa Blue Hill (Blue Hill Sage),#1 Container Black,6.25,R
SALVIA nemorosa Blue Hill (Blue Hill Sage),Green Quart,4.5,R
SALVIA nemorosa Blue Queen (Blue Queen Sage),Black Quart,4.0,R
SALVIA nemorosa Caradonna (Caradonna Sage),#1 Container Black,6.25,R
SALVIA nemorosa Caradonna (Caradonna Sage),Green Quart,4.5,R
SALVIA nemorosa COLOR SPIRESÂ® Crystal Blue (Crystal Blue Sage),#1 Container PW,11.5,R
SALVIA nemorosa COLOR SPIRESÂ® Pink Dawn (Pink Dawn Sage),#1 Container PW,11.5,R
SALVIA nemorosa East Friesland (East Friesland Sage),#1 Container Black,6.25,R
SALVIA nemorosa East Friesland (East Friesland Sage),Green Quart,4.5,R
SALVIA nemorosa LYRICALâ„¢ White (Lyricalâ„¢ White Sage),Green Quart,4.5,R
SALVIA nemorosa MarcusÂ® (MarcusÂ® Sage),#1 Container Black,6.25,R
SALVIA nemorosa MarcusÂ® (MarcusÂ® Sage),Green Quart,4.5,R
SALVIA nemorosa May Night (May Night Sage),#1 Container Black,6.25,R
SALVIA nemorosa May Night (May Night Sage),Green Quart,4.5,R
SALVIA nemorosa PROFUSION Pink (Pink Profusion Sage),#1 Container PW,11.0,R
SALVIA nemorosa Rose Marvel (Rose Marvel Sage),#1 Container Black,6.5,R
SALVIA nemorosa Rose Wine (Rose Wine Sage),Black Quart,4.0,R
SALVIA nemorosa SENSATIONÂ® Deep Rose Improved (SensationÂ® Deep Rose Sage),#1 Container Black,6.25,R
SALVIA nemorosa SENSATIONÂ® Deep Rose Improved (SensationÂ® Deep Rose Sage),Green Quart,4.5,R
SALVIA nemorosa Snow Hill (Snow Hill Sage),Green Quart,4.5,R
SALVIA nemorosa Wesuwe (Wesuwe Sage),#1 Container Black,7.5,R
SALVIA nemorosa Wesuwe (Wesuwe Sage),Terra Cotta Quart,5.0,R
SALVIA pratensis FASHIONISTAÂ® Evening Attire (Evening Attire Meadow Sage),Terra Cotta Quart,5.0,R
SANGUISORBA x Plum Drops (Plum Drops Burnet),#1 Container Black,10.5,R
SAPONARIA ocymoides (Rock Soapwort),Black Quart,4.0,R
SAXIFRAGA x Purple Robe (Purple Robe Rockfoil),Black Quart,4.0,R
SCABIOSA columbaria Butterfly Blue (Butterfly Blue Pincushion Flower),Green Quart,4.5,R
SCABIOSA columbaria Pink Mist (Pink Mist Pincushion Flower),Green Quart,4.5,R
SCHIZACHYRIUM scoparium (Little Bluestem),#1 Container Black,7.0,R
SCHIZACHYRIUM scoparium (Little Bluestem),"2 1/2"" Plug Pots",1.8,R
SCHIZACHYRIUM scoparium (Little Bluestem),Black Quart,4.0,R
SCHIZACHYRIUM scoparium Blue Heavenâ„¢ (Blue Heavenâ„¢ Little Bluestem),#1 Container Black,10.5,R
SCHIZACHYRIUM scoparium Blue Heavenâ„¢ (Blue Heavenâ„¢ Little Bluestem),#2 Container Black,17.0,R
SCHIZACHYRIUM scoparium Carousel (Carousel Little Bluestem),#1 Container Black,9.5,R
SCHIZACHYRIUM scoparium Chameleon (Chameleon Little Bluestem),#1 Container Black,11.5,R
SCHIZACHYRIUM scoparium Jazz (Jazz Little Bluestem),#1 Container Black,8.0,R
SCHIZACHYRIUM scoparium Little Red Fox (Little Red Fox Little Bluestem),#1 Container Black,11.0,R
SCHIZACHYRIUM scoparium Smoke Signal (Smoke Signal Little Bluestem),#1 Container Black,11.0,R
SCHIZACHYRIUM scoparium Standing Ovation (Standing Ovation Little Bluestem),#1 Container Black,10.5,R
SCHIZACHYRIUM scoparium The Blues (The Blues Little Bluestem),#1 Container Black,10.0,R
SEDUM acre (Golden Carpet),Black Pint,2.25,R
SEDUM album Coral Carpet (Coral Carpet Chubby Fingers),Black Pint,2.25,R
SEDUM album Murale (Murale Chubby Fingers),Black Pint,2.25,R
SEDUM album Red Ice (Red Ice Chubby Fingers),Black Pint,2.25,R
SEDUM cauticola Lidakense (Lidakense Stonecrop),Black Quart,4.0,R
SEDUM floriferum Weihenstephaner Gold (Bailey's Gold Stonecrop),Black Pint,2.25,R
SEDUM kamtschaticum (Russian Stonecrop),24-pack Tray,30.0,R
SEDUM kamtschaticum (Russian Stonecrop),Black Pint,2.25,R
SEDUM kamtschaticum ellacombeanum (Yellow Russian Stonecrop),Black Pint,2.25,R
SEDUM kamtschaticum Variegatum (Variegated Russian Stonecrop),Black Quart,4.0,R
SEDUM ochroleucum Red Wiggle (Red Wiggle Stonecrop),Green Quart,4.5,R
SEDUM reflexum Blue Spruce (Blue Spruce Stonecrop),Black Quart,4.0,R
SEDUM rupestre Angelina (Angelina Stonecrop),#1 Container Black,6.0,R
SEDUM rupestre Angelina (Angelina Stonecrop),Black Quart,4.0,R
SEDUM rupestre SUNSPARKLERÂ® Angelina's Teacup (Angelina's Teacup Stonecrop),Terra Cotta Quart,5.0,R
SEDUM sieboldii (October Daphne),Black Quart,4.0,R
SEDUM spectabile Hot Stuff (Hot Stuff Showy Sedum),#1 Container Black,8.5,R
SEDUM spectabile Neon (Neon Showy Sedum),Green Quart,4.5,R
SEDUM spurium Dragon's Blood (Dragon's Blood Stonecrop),#1 Container Black,6.0,R
SEDUM spurium Dragon's Blood (Dragon's Blood Stonecrop),24-pack Tray,30.0,R
SEDUM spurium Dragon's Blood (Dragon's Blood Stonecrop),Black Pint,2.25,R
SEDUM spurium John Creech (John Creech Stonecrop),Black Pint,2.25,R
SEDUM spurium Red Carpet (Red Carpet Stonecrop),Black Pint,2.25,R
SEDUM spurium Tricolor (Tricolor Stonecrop),Black Pint,2.25,R
SEDUM spurium Voodoo (Voodoo Stonecrop),Black Pint,2.25,R
SEDUM spurium What A Doozie (What A Doozie Stonecrop),Green Quart,4.5,R
SEDUM telephium Dark Magic (Dark Magic Stonecrop),#1 Container Black,6.5,R
SEDUM ternatum (Woodland Stonecrop),Black Pint,2.25,R
SEDUM x Autumn Fire (Autumn Fire Stonecrop),#1 Container Black,6.0,R
SEDUM x Autumn Fire (Autumn Fire Stonecrop),Black Quart,4.0,R
SEDUM x Autumn Joy (Autumn Joy Stonecrop),#1 Container Black,6.0,R
SEDUM x Autumn Joy (Autumn Joy Stonecrop),Black Quart,4.0,R
SEDUM x Bertram Anderson (Bertram Anderson Stonecrop),Green Quart,4.5,R
SEDUM x Blue Pearl (Blue Pearl Stonecrop),#1 Container Black,8.5,R
SEDUM x Carl (Carl Autumn Stonecrop),Green Quart,4.5,R
SEDUM x Frosted Fire (Frosted Fire Stonecrop),#1 Container Black,7.5,R
SEDUM x Frosty Morn (Frosty Morn Stonecrop),#1 Container Black,6.25,R
SEDUM x Frosty Morn (Frosty Morn Stonecrop),Green Quart,4.5,R
SEDUM x Immergrunchen (Little Evergreen Stonecrop),Black Pint,2.25,R
SEDUM x Mr. Goodbud (Mr. Goodbud Stonecrop),#1 Container Black,6.5,R
SEDUM x Night Embers (Night Embers Stonecrop),#1 Container Black,9.5,R
SEDUM x Purple Emperor (Purple Emperor Stonecrop),Green Quart,4.5,R
SEDUM x ROCK 'N LOWâ„¢ Boogie Woogie (Boogie Woogie Stonecrop),#1 Container PW,11.0,R
SEDUM x Rosy Glow (Rosy Glow Stonecrop),Black Quart,4.0,R
SEDUM x SUNSPARKLERÂ® Cherry Tart (Cherry Tart Stonecrop),Green Quart,4.5,R
SEDUM x SUNSPARKLERÂ® Cosmic Comet (Cosmic Comet Stonecrop),#1 Container Black,7.75,R
SEDUM x SUNSPARKLERÂ® Dazzleberry (Dazzleberry Stonecrop),Green Quart,4.5,R
SEDUM x SUNSPARKLERÂ® Lime Zinger (Lime Zinger Stonecrop),Green Quart,4.5,R
SEDUM x SUNSPARKLERÂ® Plum Dazzled (Plum Dazzled Stonecrop),Green Quart,4.5,R
SEDUM x SUNSPARKLERÂ® Wildfire (Wildfire Stonecrop),Green Quart,4.5,R
SEDUM x Thundercloud (Thundercloud Stonecrop),Green Quart,4.5,R
SEDUM x Thunderhead (Thunderhead Stonecrop),#1 Container Black,6.5,R
SEDUM x Vera Jameson (Vera Jameson Stonecrop),Green Quart,4.5,R
SEMPERVIVUM arachnoideum (Cobweb Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM Mixed Perennial Species (Mixed Perennial Hens-and-Chicks),Green Quart,4.5,R
SEMPERVIVUM tectorum Green Varieties (Pilioseum) (Green Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM tectorum Red Varieties (Purple Beauty) (Red Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM x CHICK CHARMSÂ® Cherries Jubileeâ„¢ (Cherries Jubileeâ„¢ Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM x CHICK CHARMSÂ® Gold Nuggetâ„¢ (Gold Nuggetâ„¢ Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM x CHICK CHARMSÂ® Gold Rush (Gold Rush Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM x CHICK CHARMSÂ® Mint Marvelâ„¢ (Mint Marvelâ„¢ Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM x CHICK CHARMSÂ® Pineapple Paradiseâ„¢ (Pineapple Paradiseâ„¢ Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM x CHICK CHARMSÂ® Sugar Shimmerâ„¢ (Sugar Shimmerâ„¢ Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM x Pacific Blue Ice (Pacific Blue Ice Hens-and-Chicks),Terra Cotta Quart,5.0,R
SEMPERVIVUM x Royal Ruby (Royal Ruby Hens-and-Chicks),Terra Cotta Quart,5.0,R
SENNA hebecarpa (Wild Senna),Green Quart,4.5,R
SESLERIA autumnalis (Autumn Moor Grass),#1 Container Black,7.5,R
SESLERIA x Greenlee Hybrid (Greenlee Hybrid Moor Grass),#1 Container Black,7.5,R
SILENE regia (Royal Catchfly),"2 1/2"" Plug Pots",1.8,R
SILENE regia (Royal Catchfly),Black Quart,4.0,R
SILPHIUM integrifolium (Rosin Weed),Green Quart,4.5,R
SILPHIUM laciniatum (Compass Plant),Green Quart,4.5,R
SILPHIUM perfoliatum (Cup Plant),Green Quart,4.5,R
SILPHIUM terebinthinaceum (Prairie Dock),Green Quart,4.5,R
SISYRINCHIUM angustifolium (Stout Blue-eyed Grass),Terra Cotta Quart,5.0,R
SISYRINCHIUM x Lucerne (Lucerne Blue-eyed Grass),Terra Cotta Quart,5.0,R
SOLIDAGO flexicaulis (Zigzag Goldenrod),"2 1/2"" Plug Pots",2.1,R
SOLIDAGO flexicaulis (Zigzag Goldenrod),Terra Cotta Quart,5.0,R
SOLIDAGO ohioensis (Ohio Goldenrod),"2 1/2"" Plug Pots",2.1,R
SOLIDAGO ohioensis (Ohio Goldenrod),Terra Cotta Quart,5.0,R
SOLIDAGO riddellii (Riddell's Goldenrod),"2 1/2"" Plug Pots",1.8,R
SOLIDAGO riddellii (Riddell's Goldenrod),Green Quart,4.5,R
SOLIDAGO rigida (Stiff Goldenrod),"2 1/2"" Plug Pots",1.8,R
SOLIDAGO rigida (Stiff Goldenrod),Green Quart,4.5,R
SOLIDAGO rugosa Fireworks (Fireworks Goldenrod),#1 Container Black,6.25,R
SOLIDAGO rugosa Fireworks (Fireworks Goldenrod),Black Quart,4.0,R
SOLIDAGO shortii Solar Cascade (Solar Cascade Goldenrod),Green Quart,4.5,R
SOLIDAGO speciosa (Showy Goldenrod),Black Quart,4.0,R
SOLIDAGO sphacelata Golden Fleece (Golden Fleece Goldenrod),Green Quart,4.5,R
SOLIDAGO ulmifolia (Elm-leaved Goldenrod),Green Quart,4.5,R
SOLIDAGO x Little Lemon (Little Lemon Goldenrod),Green Quart,4.5,R
SOLIDAGO x Sugar Kisses (Sugar Kisses Goldenrod),Green Quart,4.5,R
SORGHASTRUM nutans (Indian Grass),Black Quart,4.0,R
SORGHASTRUM nutans Indian Steel (Indian Steel Indian Grass),#1 Container Black,7.0,R
SPARTINA pectinata (Prairie Cordgrass),Green Quart,4.5,R
SPIGELIA marilandica (Indian Pink),Terra Cotta Quart,5.0,R
SPOROBOLUS heterolepis (Prairie Dropseed),#1 Container Black,7.75,R
SPOROBOLUS heterolepis (Prairie Dropseed),#2 Container Black,15.0,R
SPOROBOLUS heterolepis (Prairie Dropseed),"2 1/2"" Plug Pots",2.4,R
SPOROBOLUS heterolepis (Prairie Dropseed),Black Quart,4.0,R
SPOROBOLUS heterolepis Tara (Tara Prairie Dropseed),#1 Container Black,7.25,R
STACHYS byzantina (Lamb's-ears),Black Quart,4.0,R
STACHYS byzantina Big Ears (Big Ears Lamb's-ears),#1 Container Black,6.25,R
STACHYS byzantina Big Ears (Big Ears Lamb's-ears),Green Quart,4.5,R
STACHYS byzantina Silver Carpet (Silver Carpet Lamb's-ears),Green Quart,4.5,R
STACHYS monieri Hummelo (Hummelo Betony),#1 Container Black,6.25,R
STACHYS monieri Hummelo (Hummelo Betony),Green Quart,4.5,R
STACHYS officinalis Pink Cotton Candy (Pink Cotton Candy Betony),#1 Container Black,9.0,R
STYLOPHORUM diphyllum (Wood-poppy),Terra Cotta Quart,5.0,R
SYMPHYOTRICHUM cordifolium (Heartleaf Aster),Green Quart,4.5,R
SYMPHYOTRICHUM dumosum ISLANDâ„¢ Samoa (Samoa Aster),Green Quart,4.5,R
SYMPHYOTRICHUM dumosum Wood's Blue (Wood's Blue Aster),#1 Container Black,6.25,R
SYMPHYOTRICHUM dumosum Wood's Blue (Wood's Blue Aster),Green Quart,4.5,R
SYMPHYOTRICHUM dumosum Wood's Pink (Wood's Pink Aster),#1 Container Black,8.0,R
SYMPHYOTRICHUM dumosum Wood's Purple (Wood's Purple Aster),#1 Container Black,8.0,R
SYMPHYOTRICHUM dumosum Wood's Purple (Wood's Purple Aster),Green Quart,4.5,R
SYMPHYOTRICHUM ericoides (Heath Aster),Green Quart,4.5,R
SYMPHYOTRICHUM laeve (Smooth Aster),Black Quart,4.0,R
SYMPHYOTRICHUM laeve Bluebird (Bluebird Smooth Aster),Green Quart,4.5,R
SYMPHYOTRICHUM lateriflorum Lady in Black (Lady in Black Aster),Green Quart,4.5,R
SYMPHYOTRICHUM novae-angliae (New England Aster),"2 1/2"" Plug Pots",1.8,R
SYMPHYOTRICHUM novae-angliae (New England Aster),Black Quart,4.0,R
SYMPHYOTRICHUM novae-angliae Alma Potschke (Alma Potschke Aster),Green Quart,4.5,R
SYMPHYOTRICHUM novae-angliae Grape Crush (Grape Crush Aster),Terra Cotta Quart,5.0,R
SYMPHYOTRICHUM novae-angliae Purple Dome (Purple Dome Aster),#1 Container Black,6.0,R
SYMPHYOTRICHUM novae-angliae Purple Dome (Purple Dome Aster),Green Quart,4.5,R
SYMPHYOTRICHUM oblongifolium (Aromatic Aster),Black Quart,4.0,R
SYMPHYOTRICHUM oblongifolium October Skies (October Skies Aster),#1 Container Black,6.25,R
SYMPHYOTRICHUM oblongifolium October Skies (October Skies Aster),Green Quart,4.5,R
SYMPHYOTRICHUM oolentangiense (Sky Blue Aster),"2 1/2"" Plug Pots",1.8,R
SYMPHYOTRICHUM oolentangiense (Sky Blue Aster),Green Quart,4.5,R
SYMPHYOTRICHUM sericeum (Western Silvery Aster),Green Quart,4.5,R
SYMPHYOTRICHUM x KICKIN'â„¢ Carmine Red (Kickin'â„¢ Carmine Red Aster),Green Quart,4.5,R
SYMPHYOTRICHUM x KICKIN'â„¢ Lilac Blue (Kickin'â„¢ Lilac Blue Aster),Green Quart,4.5,R
TANACETUM x Robinson's Red (Robinson's Red Painted Daisy),Black Quart,4.0,R
TANACETUM x Robinson's Single Mix (Robinson's Mix Painted Daisy),Black Quart,4.0,R
THALICTRUM dasycarpum (Purple Meadow Rue),Green Quart,4.5,R
THALICTRUM dioicum (Early Meadow Rue),Green Quart,4.5,R
THALICTRUM rochebrunianum (Lavender-mist),Green Quart,4.5,R
THALICTRUM x Black Stockings (Black Stockings Meadow Rue),#1 Container Black,11.0,R
THYMUS praecox Albiflorus (White Wild Thyme),Black Pint,2.25,R
THYMUS praecox Coccineus (Red Creeping Thyme),Black Pint,2.25,R
THYMUS praecox Pink Chintz (Pink Chintz Wild Thyme),Black Pint,2.25,R
THYMUS praecox pseudolanuginosus (Woolly Creeping Thyme),Black Pint,2.25,R
THYMUS praecox Purple Carpet (Purple Carpet Wild Thyme),Black Pint,2.25,R
THYMUS serpyllum (Mother-of-Thyme),Black Pint,2.25,R
THYMUS x citriodorus Doone Valley (Doone Valley Thyme),Green Quart,4.5,R
THYMUS x Elfin (Elfin Thyme),Black Pint,2.25,R
THYMUS x Magic Carpet (Magic Carpet Creeping Thyme),Black Pint,2.25,R
THYMUS x Magic Carpet (Magic Carpet Creeping Thyme),Black Quart,4.0,R
TIARELLA cordifolia (Heartleaved Foamflower),#1 Container Black,10.5,R
TIARELLA cordifolia Eco Running Tapestry (Eco Running Tapestry Foamflower),#1 Container Black,10.0,R
TIARELLA cordifolia Oakleaf (Oakleaf Foamflower),#1 Container Black,10.0,R
TIARELLA x Pink Skyrocket (Pink Skyrocket Foamflower),#1 Container Black,10.0,R
TIARELLA x Spring Symphony (Spring Symphony Foamflower),#1 Container Black,10.0,R
TRADESCANTIA ohiensis (Ohio Spiderwort),"2 1/2"" Plug Pots",1.8,R
TRADESCANTIA ohiensis (Ohio Spiderwort),Green Quart,4.5,R
TRADESCANTIA x Concord Grape (Concord Grape Spiderwort),Green Half-Gallon,7.0,R
TRADESCANTIA x Sweet Kate (Sweet Kate Spiderwort),#1 Container Black,8.5,R
TRICYRTIS hirta Miyazaki (Miyazaki Toad Lily),Black Quart,4.0,R
TRILLIUM grandiflorum (Large-flowered Trillium),Green Pint,5.75,R
TRILLIUM luteum (Yellow Trillium),Green Pint,5.0,R
TROLLIUS chinensis Golden Queen (Golden Queen Globe Flower),Black Quart,4.0,R
TROLLIUS europaeus compacta Lemon Supreme (Lemon Supreme Globe Flower),Green Quart,4.5,R
UVULARIA grandiflora (Merrybells),TC Half-Gallon,7.25,R
VERBENA hastata (Blue Vervain),"2 1/2"" Plug Pots",1.8,R
VERBENA hastata (Blue Vervain),Green Quart,4.5,R
VERBENA stricta (Hoary Vervain),Green Quart,4.5,R
VERNONIA fasciculata (Prairie Ironweed),"2 1/2"" Plug Pots",1.8,R
VERNONIA fasciculata (Prairie Ironweed),Green Quart,4.5,R
VERNONIA lettermanii Iron Butterfly (Iron Butterfly Ironweed),#1 Container Black,9.5,R
VERONICA austriaca Crater Lake Blue (Crater Lake Blue Speedwell),Green Quart,4.5,R
VERONICA incana Pure Silver (Pure Silver Speedwell),Green Quart,4.5,R
VERONICA longifolia First Lady (First Lady Speedwell),Green Quart,4.5,R
VERONICA longifolia First Love (First Love Speedwell),Green Quart,4.5,R
VERONICA prostrata Aztec Gold (Aztec Gold Speedwell),Terra Cotta Quart,5.0,R
VERONICA spicata Red Fox (Red Fox Speedwell),Black Quart,4.0,R
VERONICA x ARTIST Royal Rembrandt (Royal Rembrandt Speedwell),Green Quart,4.5,R
VERONICA x Eveline (Eveline Speedwell),#1 Container Black,7.5,R
VERONICA x Giles Van Hees (Giles Van Hees Speedwell),Black Quart,4.0,R
VERONICA x MAGIC SHOWÂ® White Wands (White Wands Speedwell),#1 Container PW,11.0,R
VERONICA x MAGIC SHOWÂ® Wizard of Ahhs (Wizard of Ahhs Speedwell),#1 Container PW,11.0,R
VERONICA x Purpleicious (Purpleicious Speedwell),Green Quart,4.5,R
VERONICA x Royal Candles (Royal Candles Speedwell),#1 Container Black,6.25,R
VERONICA x Royal Candles (Royal Candles Speedwell),Green Quart,4.5,R
VERONICA x SKYWARDâ„¢ Blue (Skywardâ„¢ Blue Speedwell),#1 Container Black,6.25,R
VERONICA x SKYWARDâ„¢ Blue (Skywardâ„¢ Blue Speedwell),Green Quart,4.5,R
VERONICA x Waterperry Blue (Waterperry Blue Speedwell),Black Pint,2.25,R
VERONICA x Waterperry Blue (Waterperry Blue Speedwell),Black Quart,4.0,R
VERONICASTRUM virginicum (Virginia Culver's Root),"2 1/2"" Plug Pots",1.8,R
VERONICASTRUM virginicum (Virginia Culver's Root),Green Quart,4.5,R
VINCA minor Alba (White Periwinkle),Black Pint,2.25,R
VINCA minor Atropurpurea (Red-purple Periwinkle),Black Pint,2.25,R
VINCA minor Bowles Variety (Bowles Variety Periwinkle),#1 Container Black,6.25,R
VINCA minor Bowles Variety (Bowles Variety Periwinkle),"2 1/2"" Plug Pots",1.8,R
VINCA minor Bowles Variety (Bowles Variety Periwinkle),Black Pint,2.25,R
VINCA minor Illumination (Illumination Periwinkle),Black Pint,2.25,R
VINCA minor Ralph Shugert (Ralph Shugert Periwinkle),Black Pint,2.25,R
VIOLA cornuta Black Devil (Black Devil Violet),Black Quart,4.0,R
VIOLA pedata (Bird's-foot Violet),Terra Cotta Quart,5.0,R
VIOLA sororia (Common Blue Violet),Black Quart,4.0,R
VIOLA x PENNYâ„¢ Pennyâ„¢ Blue (Pennyâ„¢ Blue Violet),Black Quart,4.0,R
VIOLA x PENNYâ„¢ Pennyâ„¢ Peach Jump-Up (Pennyâ„¢ Peach Jump-Up Violet),Black Quart,4.0,R
VIOLA x PENNYâ„¢ Pennyâ„¢ Primrose Picotee (Pennyâ„¢ Primrose Picotee Violet),Black Quart,4.0,R
VIOLA x PENNYâ„¢ Pennyâ„¢ Pro Orange (Pennyâ„¢ Pro Orange Violet),Black Quart,4.0,R
VIOLA x PENNYâ„¢ Pennyâ„¢ Red Blotch (Pennyâ„¢ Red Blotch Violet),Black Quart,4.0,R
VIOLA x PENNYâ„¢ Pennyâ„¢ Rose Blotch (Pennyâ„¢ Rose Blotch Violet),Black Quart,4.0,R
VIOLA x PENNYâ„¢ Pennyâ„¢ White (Pennyâ„¢ Red Blotch Violet),Black Quart,4.0,R
VIOLA x PENNYâ„¢ Pennyâ„¢ Yellow (Pennyâ„¢ Yellow Violet),Black Quart,4.0,R
WALDSTEINIA ternata (Barren-strawberry),Black Pint,2.25,R
WALDSTEINIA ternata (Barren-strawberry),Black Quart,4.0,R
WOODWARDII areolata (Netted Chain Fern),#1 Container Black,11.0,R
YUCCA filamentosa (Adam's Needle),#1 Container Black,10.5,R
YUCCA filamentosa Color Guard (Color Guard Adam's Needle),#1 Container Black,10.5,R
ZIZIA aurea (Golden Alexander),Green Quart,4.5,R
"Abies, Ice Breaker Korean Fir","15""",80.0,W
"Acer Miyabei, State Street Maple","1.5""",180.0,W
"Acer Miyabei, State Street Maple","2""",200.0,W
"Acer Miyabei, State Street Maple","2.5""",225.0,W
"Acer Miyabei, State Street Maple","3""",250.0,W
"Acer Miyabei, State Street Maple","3.5""",270.0,W
"Acer Miyabei, State Street Maple","4""",300.0,W
"Acer Pseudosieboldianum, Alpenglow",3',150.0,W
"Acer, Armstrong Gold Maple","1.75""",195.0,W
"Acer, Armstrong Gold Maple","2""",205.0,W
"Acer, Armstrong Rubrum Maple","1.75""",195.0,W
"Acer, Armstrong Rubrum Maple","2""",205.0,W
"Acer, Armstrong Rubrum Maple","2.5""",230.0,W
"Acer, Autumn Blaze Freemani Maple","1.75""",195.0,W
"Acer, Autumn Blaze Freemani Maple","2""",220.0,W
"Acer, Autumn Blaze Freemani Maple","2.5""",270.0,W
"Acer, Autumn Blaze Freemani Maple","3""",305.0,W
"Acer, Autumn Blaze Freemani Maple","3.5""",340.0,W
"Acer, Autumn Blaze Maple","4""",370.0,W
"Acer, Autumn Blaze Maple","4.5""",390.0,W
"Acer, Autumn Fantasy Freemani Maple","2""",220.0,W
"Acer, Autumn Fantasy Freemani Maple","2.5""",270.0,W
"Acer, Autumn Fantasy Freemani Maple","3""",305.0,W
"Acer, Celebration Maple","2""",220.0,W
"Acer, Celebration Maple","2.5""",270.0,W
"Acer, Celebration Maple","3""",305.0,W
"Acer, Columnar Maple","2""",155.0,W
"Acer, Columnar Maple","2.5""",175.0,W
"Acer, Commemoration Maple","2""",195.0,W
"Acer, Commemoration Maple","2.5""",235.0,W
"Acer, Crimson King / Royal Red Maple","2""",204.0,W
"Acer, Crimson King / Royal Red Maple","2.5""",225.0,W
"Acer, Crimson King/Royal Red Maple","4""",315.0,W
"Acer, Crimson Sunset Maple","2""",204.0,W
"Acer, Crimson Sunset Maple","2.5""",235.0,W
"Acer, Deborah Norway Maple","2""",155.0,W
"Acer, Deborah Norway Maple","2.5""",165.0,W
"Acer, Deborah Norway Maple","3""",175.0,W
"Acer, Emerald Lustre Maple","2""",155.0,W
"Acer, Emerald Lustre Maple","2.5""",165.0,W
"Acer, Emerald Lustre Maple","3""",175.0,W
"Acer, Emerald Queen Maple","2""",155.0,W
"Acer, Emerald Queen Maple","2.5""",165.0,W
"Acer, Emerald Queen Maple","3""",175.0,W
"Acer, Fall Fiesta Maple","2.5""",235.0,W
"Acer, Fall Fiesta Sugar Maple","2""",195.0,W
"Acer, Fall Fiesta Sugar Maple","3""",255.0,W
"Acer, Firefall Maple","2""",220.0,W
"Acer, Firefall Maple","2.5""",270.0,W
"Acer, Firefall Maple","3""",305.0,W
"Acer, Fireglow Japanese Maple","24""",140.0,W
"Acer, Flashfire Sugar Maple","2""",195.0,W
"Acer, Flashfire Sugar Maple","2.5""",235.0,W
"Acer, Flashfire Sugar Maple","3""",255.0,W
"Acer, Green Mountain","3.5""",275.0,W
"Acer, Green Mountain Maple","2""",195.0,W
"Acer, Green Mountain Maple","2.5""",235.0,W
"Acer, Green Mountain Maple","3""",255.0,W
"Acer, Hot Wings Tartarian Maple",7',155.0,W
