Item,Size,Price,Supplier
Geum triflorum,#1 NGN,10.2,MGC
Geum triflorum,10 Flat NGN,49.0,MGC
"Gillenia trifoliata (Porteranthus trifo
liatus)",#1,9.3,MGC
Helenium autumnale,#1 NGN,7.65,MGC
Heliopsis helianthoides,#1 NGN,7.65,MGC
Heliopsis helianthoides 'Summer Eclipse',#1,8.85,MGC
Heliopsis helianthoides 'Summer Nights',#1AB,8.85,MGC
Heliopsis helianthoides 'Sunstruck',#1,8.85,MGC
Heliopsis helianthoides 'Tuscan Sun',#1,9.3,MGC
Helleborus FrostkissÂ® Dorothy's DawnÂ®,#1,15.5,MGC
Helleborus FrostkissÂ® Molly's White,#1,15.5,MGC
Helleborus hybridus 'Royal Heritage',#1,12.45,MGC
Helleborus Ivory Prince,#1,14.45,MGC
Helleborus 'Rome in Red',#1,14.45,MGC
Hemerocallis 'Apricot Sparkles',#1,10.2,MGC
Hemerocallis 'Bright Sunset',#1,8.85,MGC
Hemerocallis 'Cherry Cheeks',#1,8.85,MGC
Hemerocallis 'Chicago Apache',#1,8.85,MGC
Hemerocallis 'Elegant Candy',#1,10.2,MGC
Hemerocallis 'Going Bananas',#1,11.5,MGC
Hemerocallis 'Happy Returns',#1,5.1,MGC
Hemerocallis 'Little Grapette',#1,6.85,MGC
Hemerocallis 'Little Wine Cup',#1,6.85,MGC
Hemerocallis 'Pardon Me',#1,6.85,MGC
Hemerocallis 'Rosy Returns',#1,8.85,MGC
Hemerocallis 'Stella de Oro',#1,5.1,MGC
Hemerocallis 'Summer Wine',#1,6.85,MGC
Hemerocallis 'Sunday Gloves',#1,10.2,MGC
Heuchera americana 'Dale's Strain',#1AB,8.1,MGC
Heuchera americana 'Green Spice',#1,10.2,MGC
Heuchera 'Autumn Bride',#1,8.85,MGC
Heuchera 'Caramel',#1,8.85,MGC
Heuchera DolceÂ® 'Cherry Trufles,#1,11.5,MGC
Heuchera DolceÂ® 'Wildberry',#1,11.5,MGC
Heuchera Dressed UpÂ® 'Ball Gown,#1,11.5,MGC
Heuchera 'Georgia Peach',#1,11.5,MGC
Heuchera 'Grape Expectations',#1,10.2,MGC
Heuchera 'Obsidian',#1,11.5,MGC
Heuchera 'Palace Purple',#1,5.6,MGC
Heuchera 'Pistache',#1,11.5,MGC
Heuchera 'Plum Pudding',#1,8.85,MGC
Heuchera richardsonii,#1 NGN,7.65,MGC
Heuchera richardsonii,10 Flat NGN,40.5,MGC
Heuchera 'Smoke and Mirrors',#1,11.5,MGC
Heuchera x villosa 'Carnival Watermelon',#1,11.5,MGC
Heucherella Pink Revolution,#1,10.2,MGC
Heucherella 'Sweet Tea',#1,10.2,MGC
Hibiscus 'Berry Awesome',#2A,16.25,MGC
Hibiscus 'Cherry Choco Latte',#2A,16.25,MGC
Hibiscus 'Holy Grail',#2A,16.25,MGC
Hibiscus moscheutos,#1 NGN,8.85,MGC
Hibiscus 'Valentine's Crush',#2A,16.25,MGC
Hosta 'Autumn Frost',#1,11.05,MGC
Hosta 'Blue Angel',#1,7.9,MGC
Hosta 'Blue Mouse Ears',10 Flat,45.5,MGC
Hosta 'Diamond Lake',#1,11.05,MGC
Hosta 'Elegans',#1,7.9,MGC
Hosta 'Empress Wu',#1,11.05,MGC
Hosta 'First Frost',#1,7.9,MGC
Hosta 'Frances Williams',#1,7.9,MGC
Hosta 'Golden Tiara',#1,7.9,MGC
Hosta 'Guacamole',#1,7.9,MGC
Hosta 'Hadspen Blue',#1,9.3,MGC
Hosta 'Halcyon',#1,7.9,MGC
Hosta 'Island Breeze',#1,9.3,MGC
Hosta 'June',#1,9.3,MGC
Hosta 'Krossa Regal',#1,7.9,MGC
Hosta 'Liberty',#1,9.3,MGC
Hosta 'Loyalist',#1,9.3,MGC
Hosta 'Mighty Mouse',10 Flat,57.0,MGC
Hosta 'Pandora's Box',10 Flat,57.0,MGC
Hosta 'Paradigm',#1,9.3,MGC
Hosta 'Patriot',#1,7.9,MGC
Hosta 'Rainbow's End',#1,9.3,MGC
Hosta 'Regal Splendor',#1,9.3,MGC
Hosta 'Royal Standard',#1,9.3,MGC
Hosta 'School Mouse',10 Flat,57.0,MGC
Hosta 'Sum and Substance',#1,9.3,MGC
Hosta 'Sun Mouse',10 Flat,57.0,MGC
Hydrophyllum virginianum,10 Flat NGN,49.0,MGC
Iris ensata 'Variegata',#1,10.2,MGC
Iris germanica Grape Delightâ„¢,#1,7.9,MGC
Iris sibirica 'Caesar's Brother',#1,6.85,MGC
Iris versicolor 'Purple Flame',#1AB,9.8,MGC
Iris virginica var. shrevei,#1 NGN,8.85,MGC
Iris virginica var. shrevei,10 Flat NGN,44.0,MGC
Kniphofia 'Orange Blaze',#1,12.45,MGC
Lavandula angustifolia 'Hidcote',#1,6.85,MGC
Lavandula angustifolia Sweet RomanceÂ®,#1,7.9,MGC
Lavandula x intermedia PhenomenalÂ®,#1,7.9,MGC
Lavandula x intermedia Sensational!Â®,#1,7.9,MGC
Lespedeza violacea,10 Flat NGN,44.0,MGC
Leucanthemum superbum 'Banana Cream II',#1,9.3,MGC
Leucanthemum superbum Daisy MayÂ®,#1,9.3,MGC
Leucanthemum x superbum 'Becky',#1,6.85,MGC
Leucanthemum x superbum 'Snowcap',#1,6.85,MGC
Liatris aspera,#1 NGN,8.85,MGC
Liatris aspera,10 Flat NGN,44.0,MGC
Liatris cylindracea,10 Flat NGN,44.0,MGC
Liatris pycnostachya,#1 NGN,8.85,MGC
Liatris pycnostachya,10 Flat NGN,44.0,MGC
Liatris spicata,#1 NGN,8.85,MGC
Liatris spicata,10 Flat NGN,44.0,MGC
Liatris spicata 'Floristan White',#1,5.6,MGC
Liatris spicata 'Kobold',#1,7.9,MGC
Ligularia 'Bottle Rocket',#1,12.45,MGC
Ligularia dentata 'Britt-Marie Crawford',#2A,16.05,MGC
Ligularia dentata 'Midnight Lady',#2A,16.05,MGC
Ligularia stenocephala 'The Rocket',#2A,16.05,MGC
Lilium michiganense,10 Flat NGN,62.5,MGC
Lobelia cardinalis,#1 NGN,7.65,MGC
Lobelia cardinalis,10 Flat NGN,40.5,MGC
Lobelia cardinalis 'Black Truffle',#1AB,8.85,MGC
Lobelia 'Monet Moment',#1,6.85,MGC
Lobelia siphilitica,#1 NGN,7.65,MGC
Lobelia siphilitica,10 Flat NGN,40.5,MGC
Lychnis sieboldii,#1,6.85,MGC
Lythrum alatum,10 Flat NGN,40.5,MGC
Mertensia virginica,#1 NGN,8.4,MGC
Mertensia virginica,#1 NGN,8.85,MGC
Mertensia virginica,10 Flat NGN,44.0,MGC
Mimulus ringens,10 Flat NGN,40.5,MGC
Monarda bradburiana,#1,9.3,MGC
Monarda didyma 'Coral Reef',#1,7.9,MGC
Monarda didyma 'Jacob Cline',#1,7.9,MGC
Monarda didyma 'Pardon My Cerise',#1,10.2,MGC
Monarda didyma 'Petite Delight',#1,7.9,MGC
Monarda didyma 'Raspberry Wine',#1,7.9,MGC
Monarda fistulosa,#1 NGN,7.65,MGC
Monarda fistulosa,10 Flat NGN,40.5,MGC
Monarda punctata,10 Flat NGN,40.5,MGC
Monarda punctata 'BeeBop',#1AB,8.1,MGC
Nepeta 'Cat's Pajamas',#1,7.9,MGC
Nepeta Junior Walkerâ„¢,#1,7.9,MGC
Nepeta racemosa 'Blue Wonder',#1,5.6,MGC
Nepeta racemosa 'Walker's Low',#1,5.6,MGC
Nepeta racemosa 'Walker's Low',10 Flat,33.0,MGC
Nepeta x faassenii 'Cat's Meow',#1,7.9,MGC
Nepeta x faassenii 'Early Bird',#1,7.9,MGC
Nepeta x faassenii 'Kit Cat',#1,6.85,MGC
Oenothera macrocarpa,#1,7.4,MGC
Oligoneuron ohioense,10 Flat NGN,44.0,MGC
Opuntia humifusa,10 Flat NGN,49.0,MGC
Origanum laevigatum 'Herrenhaussen',#1,6.85,MGC
Paeonia 'Bartzella',#2,27.95,MGC
Paeonia 'Festiva Maxima',#2A,19.45,MGC
Paeonia 'Kansas',#2A,19.45,MGC
Paeonia 'Sarah Bernhardt',#2A,19.45,MGC
Paeonia 'Scarlett O'Hara',#2A,19.45,MGC
Parthenium integrifolium,#1 NGN,7.65,MGC
Penstemon 'Dark Towers',#1,9.3,MGC
Penstemon digitalis,#1 NGN,7.65,MGC
Penstemon digitalis,10 Flat NGN,40.5,MGC
Penstemon digitalis 'Husker Red',#1,5.6,MGC
Penstemon digitalis 'Husker Red',10 Flat,33.0,MGC
Penstemon hirsutus,10 Flat NGN,40.5,MGC
Penstemon 'Midnight Masquerade',#1,10.2,MGC
Perovskia atriplicifolia,#1,5.6,MGC
Perovskia atriplicifolia,10 Flat,33.0,MGC
Perovskia atriplicifolia 'Denim 'n Lace',#1,9.3,MGC
Perovskia atriplicifolia 'Little Lace',#1,8.85,MGC
Perovskia atriplicifolia 'Little Spire',#1,7.9,MGC
Perovskia atriplicifolia 'Little Spire',10 Flat,38.5,MGC
Phlox bifida,10 Flat NGN,49.0,MGC
Phlox divaricata,#1 NGN,7.65,MGC
Phlox divaricata,10 Flat NGN,40.5,MGC
Phlox divaricata 'Blue Moon',#1AB,8.1,MGC
Phlox divaricata ssp. laphamii,#1S,7.4,MGC
Phlox paniculata 'Backlight',#1,10.2,MGC
Phlox paniculata 'Blue Paradise',#1,8.85,MGC
Phlox paniculata Bubblegum Pinkâ„¢,#1A,9.3,MGC
Phlox paniculata Coral Creme Dropâ„¢,#1A,9.3,MGC
Phlox paniculata Cotton Candyâ„¢,#1A,9.3,MGC
Phlox paniculata Grape Lollipopâ„¢,#1A,9.3,MGC
Phlox paniculata 'Jeana',#1AB,8.1,MGC
Phlox paniculata 'Opalescence',#1,10.2,MGC
Phlox paniculata 'Sunset Coral',#1,10.2,MGC
Phlox paniculata 'Ultraviolet',#1,10.2,MGC
Phlox subulata 'Drummond Pink',#1AB,8.1,MGC
Phlox x glaberrima 'Forever Pink',#1,9.3,MGC
Phlox x 'Minnie Pearl',#1,8.85,MGC
Physostegia virginiana,#1 NGN,7.65,MGC
Physostegia virginiana,10 Flat NGN,40.5,MGC
Podophyllum peltatum,#1,9.3,MGC
Polemonium 'Heaven Scent',#1,9.3,MGC
Polemonium reptans,#1 NGN,8.85,MGC
Polemonium reptans,10 Flat NGN,44.0,MGC
Polemonium reptans 'Stairway to Heaven',#1AB,9.8,MGC
Polygonatum biflorum,#1,9.3,MGC
Polygonatum biflorum var. commutatum,10 Flat NGN,62.5,MGC
Polygonatum odoratum 'Ruby Slippers',#1,14.45,MGC
Polygonatum odoratum 'Variegatum',#1,12.45,MGC
Potentilla arguta,10 Flat NGN,40.5,MGC
Pulmonaria 'Raspberry Splash',#1,8.85,MGC
Pulmonaria 'Trevi Fountain',#1,8.85,MGC
Pycnanthemum muticum,#1 NGN,7.65,MGC
Pycnanthemum tenuifolium,10 Flat NGN,40.5,MGC
Pycnanthemum virginianum,#1 NGN,7.65,MGC
Pycnanthemum virginianum,10 Flat NGN,40.5,MGC
Ratibida pinnata,#1 NGN,7.65,MGC
Ratibida pinnata,10 Flat NGN,40.5,MGC
Rudbeckia fulgida 'Goldsturm',#1,5.6,MGC
Rudbeckia fulgida var. fulgida,#1AB,8.1,MGC
Rudbeckia fulgida var. speciosa,#1 NGN,7.65,MGC
Rudbeckia fulgida var. speciosa,10 Flat NGN,40.5,MGC
"Rudbeckia fulgida var. sullivantii 'Little
 Goldstar'",#1,7.9,MGC
Rudbeckia fulgida 'Viette's Little Suzy',#1,7.9,MGC
Rudbeckia hirta,#1 NGN,7.65,MGC
Rudbeckia hirta,10 Flat NGN,40.5,MGC
Rudbeckia subtomentosa,#1 NGN,7.65,MGC
Rudbeckia triloba,10 Flat NGN,44.0,MGC
Rudbeckia x 'American Gold Rush',#1,7.9,MGC
Ruellia humilis,10 Flat NGN,40.5,MGC
Salvia nemorosa 'Blue Hill',#1,5.6,MGC
Salvia nemorosa 'Caradonna',#1,5.6,MGC
Salvia nemorosa 'Caradonna',10 Flat,33.0,MGC
Salvia nemorosa 'Crystal Blue',#1,7.9,MGC
Salvia nemorosa 'East Friesland,#1,5.6,MGC
Salvia nemorosa MarcusÂ®,#1,6.85,MGC
Salvia nemorosa 'May Night',#1,5.6,MGC
Salvia nemorosa 'May Night',10 Flat,33.0,MGC
Salvia nemorosa Perpetual Purpleâ„¢,#1,7.9,MGC
Salvia nemorosa 'Pink Profusion',#1,7.9,MGC
Salvia nemorosa 'Rosenwein',#1,6.85,MGC
Salvia nemorosa 'Snow Hill',#1,6.85,MGC
Salvia nemorosa 'Wesuwe',#1,6.85,MGC
Salvia 'Pink Dawn',#1,7.9,MGC
Sedum 'Back in Black',#1,9.3,MGC
Sedum 'Carl',#1,7.9,MGC
Sedum 'Dazzleberry',#1,7.9,MGC
Sedum 'Firecracker',#1,7.9,MGC
Sedum 'Lime Zinger',#1,7.9,MGC
Sedum spectabile 'Autumn Fire',#1,6.85,MGC
Sedum spectabile 'Autumn Joy',#1,5.6,MGC
Sedum spectabile 'Neon',#1,6.85,MGC
Sedum ternatum,10 Flat NGN,44.0,MGC
Sedum 'Thundercloud',#1,6.85,MGC
Silene stellata,10 Flat NGN,44.0,MGC
Silphium integrifolium,#1 NGN,7.65,MGC
Silphium laciniatum,#1 NGN,8.85,MGC
Silphium perfoliatum,#1 NGN,7.65,MGC
Silphium terebinthinaceum,#1 NGN,8.85,MGC
Sisyrinchium albidum,10 Flat NGN,44.0,MGC
Sisyrinchium angustifolium 'Lucerne',#1,6.85,MGC
Solidago caesia,10 Flat NGN,44.0,MGC
Solidago flexicaulis,#1 NGN,8.85,MGC
Solidago flexicaulis,10 Flat NGN,44.0,MGC
Solidago rugosa 'Fireworks',#1,6.85,MGC
Solidago speciosa,#1 NGN,7.65,MGC
Solidago speciosa,10 Flat NGN,40.5,MGC
Solidago sphacelata 'Golden Fleece',#1AB,8.1,MGC
Spigelia marilandica 'Little Redhead',#1AB,9.8,MGC
Stachys byzantina 'Big Ears',#1,6.85,MGC
Stachys x 'Hummelo',#1,6.85,MGC
Stachys x 'Hummelo',10 Flat,33.0,MGC
Symphyotrichum ericoides,#1 NGN,8.85,MGC
Symphyotrichum ericoides 'Snow Flurry',#1AB,8.1,MGC
Symphyotrichum laeve var. laeve,#1 NGN,7.65,MGC
Symphyotrichum novae-angliae,#1 NGN,7.65,MGC
Symphyotrichum novae-angliae,10 Flat NGN,40.5,MGC
Symphyotrichum novae-angliae 'Purple Dome',#1,6.85,MGC
Symphyotrichum novi-belgii 'Wood's Blue',#1,6.85,MGC
Symphyotrichum novi-belgii 'Wood's Pink',#1,6.85,MGC
Symphyotrichum novi-belgii 'Wood's Purple',#1,6.85,MGC
Symphyotrichum oblongifolium,10 Flat NGN,40.5,MGC
Symphyotrichum oblongifolium 'October Skies',#1,6.85,MGC
Symphyotrichum oblongifolium 'October Skies',10 Flat,33.0,MGC
Symphyotrichum oblongifolius 'Billowing Pink',#1,7.9,MGC
Symphyotrichum oblongifolius 'Billowing Violet',#1,7.9,MGC
Symphyotrichum oblongifolius 'Cotton Candy',#1,7.9,MGC
Symphyotrichum oolentangiense,#1 NGN,7.65,MGC
Symphyotrichum oolentangiense,10 Flat NGN,40.5,MGC
Symphyotrichum shortii,10 Flat NGN,40.5,MGC
Thalictrum dioicum,10 Flat NGN,49.0,MGC
Tiarella 'Elizabeth Oliver',#1,8.85,MGC
Tradescantia ohiensis,10 Flat NGN,40.5,MGC
Tradescantia x 'Concord Grape',#1AB,8.1,MGC
Tricyrtis formosana 'Autumn Glow',#1,7.9,MGC
Tricyrtis x 'Tojen',#1,7.9,MGC
Verbena hastata,10 Flat NGN,40.5,MGC
Vernonia fasciculata,#1 NGN,7.65,MGC
Vernonia fasciculata,10 Flat NGN,40.5,MGC
Vernonia 'Summer's Swan Song',#1,8.85,MGC
Veronica 'Pink Potion',#1,9.3,MGC
Veronica 'Purple Illusion',#1,9.3,MGC
Veronica Royal Candles,#1,7.9,MGC
Veronica 'Wizard of Ahhs',#1,9.3,MGC
Veronicastrum virginicum,#1 NGN,8.85,MGC
Zizia aptera,10 Flat NGN,44.0,MGC
Zizia aurea,#1 NGN,8.85,MGC
Zizia aurea,10 Flat NGN,44.0,MGC
Andropogon gerardii,#1 NGN,7.65,MGC
Andropogon gerardii 'Blackhawks',#1,9.95,MGC
Andropogon gerardii 'Red October',#1AB,9.8,MGC
Bouteloua curtipendula,#1 NGN,7.65,MGC
Bouteloua curtipendula,10 Flat NGN,40.5,MGC
Bouteloua gracilis 'Blonde Ambition',#1,8.85,MGC
Calamagrostis brachytricha,#1,8.85,MGC
Calamagrostis brachytricha,10 Flat,45.5,MGC
Calamagrostis canadensis,#1 NGN,7.65,MGC
Calamagrostis x acutiflora 'Karl Foerster',#1,7.6,MGC
Calamagrostis x acutiflora 'Karl Foerster',#2A,15.45,MGC
Calamagrostis x acutiflora 'Overdam',#1,8.85,MGC
Carex albicans,10 Flat,47.0,MGC
Carex appalachica,#1,8.85,MGC
Carex bicknellii,10 Flat NGN,44.0,MGC
Carex blanda,10 Flat NGN,44.0,MGC
Carex brevior,10 Flat NGN,44.0,MGC
Carex Bunny BlueÂ®,#1AB,9.8,MGC
Carex elata 'Aurea',#1,9.3,MGC
Carex elata NordicÂ® Blade,#1,9.3,MGC
Carex Feather Fallsâ„¢,#1,9.3,MGC
Carex jamesii,10 Flat NGN,49.0,MGC
Carex morrowii 'Ice Dance',#1,7.6,MGC
Carex muskingumensis,#1 NGN,8.85,MGC
Carex muskingumensis,10 Flat NGN,44.0,MGC
Carex muskingumensis 'Oehme',#1AB,9.8,MGC
Carex oshimensis 'Evergold',#1,9.3,MGC
Carex pensylvanica,#1 NGN,8.85,MGC
Carex pensylvanica,10 Flat NGN,44.0,MGC
Carex radiata,10 Flat NGN,49.0,MGC
Carex rosea,10 Flat NGN,49.0,MGC
Carex shortiana,10 Flat NGN,44.0,MGC
Carex sprengelii,10 Flat NGN,49.0,MGC
Carex vulpinoidea,10 Flat NGN,44.0,MGC
Carex woodii,10 Flat NGN,44.0,MGC
Chasmanthium latifolium,#1,7.4,MGC
Deschampsia cespitosa,#1 NGN,8.85,MGC
Deschampsia cespitosa 'Goldtau',#1,7.6,MGC
Deschampsia cespitosa 'Pixie Fountain',#1AB,9.8,MGC
Elymus hystrix,#1 NGN,7.65,MGC
Eragrostis spectabilis,10 Flat NGN,40.5,MGC
Festuca arundinacea 'Perfect Edging',#1,9.95,MGC
Festuca glauca 'Elijah Blue',#1,8.85,MGC
Festuca glauca 'Elijah Blue',10 Flat,45.5,MGC
Festuca x 'Cool as Ice',#1,8.85,MGC
Hakonechloa macra,#1,11.5,MGC
Hakonechloa macra 'All Gold',#1,11.5,MGC
Hakonechloa macra 'Aureola',#1,11.5,MGC
Helictotrichon sempervirens 'Saphirsprudel',#1,9.3,MGC
Koeleria macrantha,10 Flat NGN,40.5,MGC
Miscanthus sinensis 'Gracillimus',#1,8.85,MGC
Miscanthus sinensis 'Gracillimus',#2A,17.6,MGC
Miscanthus sinensis 'Morning Light',#1,8.85,MGC
Miscanthus sinensis 'Morning Light',#2A,17.6,MGC
Miscanthus sinensis 'Purpurascens',#1,8.85,MGC
Miscanthus sinensis 'Purpurascens',#2A,17.6,MGC
Miscanthus sinensis 'Strictus',#1,8.85,MGC
Miscanthus sinensis 'Variegatus',#1,8.85,MGC
Molinia caerulea 'Moorflamme',#1,9.95,MGC
Panicum virgatum,#1 NGN,7.65,MGC
Panicum virgatum,10 Flat NGN,40.5,MGC
Panicum virgatum 'Apache Rose',#1,11.5,MGC
Panicum virgatum 'Cape Breeze',#1AB,9.8,MGC
Panicum virgatum 'Cheyenne Sky',#1,11.5,MGC
Panicum virgatum 'Haense Herms',#1AB,9.8,MGC
Panicum virgatum 'Heavy Metal',#1,9.95,MGC
Panicum virgatum 'Heavy Metal',#2A,17.6,MGC
Panicum virgatum 'Northwind',#1,9.3,MGC
Panicum virgatum 'Northwind',#2A,17.6,MGC
Panicum virgatum 'Northwind',10 Flat,57.0,MGC
Panicum virgatum 'Rotstrahlbusch',#1,9.3,MGC
Panicum virgatum 'Rotstrahlbusch',#2A,17.6,MGC
Panicum virgatum 'Rotstrahlbusch',10 Flat,57.0,MGC
Panicum virgatum 'Shenandoah',#1,9.3,MGC
Panicum virgatum 'Shenandoah',#2A,17.6,MGC
Panicum virgatum 'Shenandoah',10 Flat,57.0,MGC
Pennisetum alopecuroides,#1,7.6,MGC
Pennisetum alopecuroides 'Burgundy Bunny',#1,9.3,MGC
Pennisetum alopecuroides 'Desert Plains',#1,11.5,MGC
Pennisetum alopecuroides 'Hameln',#1,7.6,MGC
Pennisetum alopecuroides 'Hameln',#2A,17.6,MGC
Pennisetum alopecuroides 'Little Bunny',#1,9.3,MGC
Pennisetum alopecuroides 'Love and Rockets',#1,9.95,MGC
Pennisetum alopecuroides 'Piglet',#1,9.3,MGC
Schizachyrium scoparium,#1 NGN,8.85,MGC
Schizachyrium scoparium,10 Flat NGN,44.0,MGC
Schizachyrium scoparium 'Carousel',#1,9.95,MGC
Schizachyrium scoparium 'Ha Ha Tonka' ,#1,9.95,MGC
Schizachyrium scoparium 'Prairie Blues',#1AB,9.8,MGC
Schizachyrium scoparium 'Standing Ovation',#1,9.95,MGC
Schizachyrium scoparium 'Standing Ovation',10 Flat,57.0,MGC
Schizachyrium scoparium 'Twilight Zone',#1,9.95,MGC
Sesleria albicans,#1,7.6,MGC
Sesleria autumnalis,#1,7.6,MGC
Sesleria autumnalis,10 Flat,38.5,MGC
Sorghastrum nutans,#1 NGN,7.65,MGC
Sorghastrum nutans Golden SunsetÂ®,#1AB,9.8,MGC
Sporobolus airoides,#1,8.85,MGC
Sporobolus heterolepis,#1 NGN,7.65,MGC
Sporobolus heterolepis,#2A,17.25,MGC
Sporobolus heterolepis,10 Flat NGN,44.0,MGC
Sporobolus heterolepis 'Tara',#1,8.85,MGC
Abelia Sweet Emotion Blazeâ„¢,#3B,26.4,MGC
Acer palmatum 'Bloodgood',#7,158.95,MGC
Acer palmatum var. dissectum 'Tamukeyama' ,#7,158.95,MGC
Aesculus parviflora,#3,43.95,MGC
Amelanchier Standing Ovationâ„¢,#5B,35.85,MGC
Aronia arbutifolia 'Brilliantissima',#5,22.1,MGC
Aronia Ground HugÂ®,#2A,23.05,MGC
Aronia Low Scape MoundÂ®,#2A,23.05,MGC
Aronia Low Scape SnowfireÂ®,#3B,26.4,MGC
Aronia melanocarpa Iroquois Beautyâ„¢,#3S,19.35,MGC
Aronia melanocarpa var. 'Elata',#5,22.1,MGC
Berberis Sunjoy Gold PillarÂ®,#3B,26.4,MGC
Berberis Sunjoy Mini MaroonÂ®,#3B,27.85,MGC
Berberis Sunjoy TodoÂ®,#3B,27.85,MGC
Berberis SunjoyÂ® Citrus,#3B,26.4,MGC
Buddleia Pugster BlueÂ®,#2A,21.75,MGC
Buddleia Pugster PinkerÂ®,#2A,21.75,MGC
Buddleia Pugster WhiteÂ®,#2A,21.75,MGC
Buddleia PugsterÂ® Amethyst,#2A,21.75,MGC
Buddleia x 'Miss Molly',#2A,21.75,MGC
Buxus Chicagoland GreenÂ®,#3,35.5,MGC
Buxus Northern Charmâ„¢,#3S,35.5,MGC
Buxus x 'Green Mountain',#3,35.5,MGC
Buxus x 'Green Mountain',#5,45.95,MGC
Buxus x Green VelvetÂ®,#3,35.5,MGC
Calycanthus 'Aphrodite',#3B,25.6,MGC
Calycanthus Simply ScentsationalÂ®,#3B,25.6,MGC
Cephalanthus 'Crimson Comets',#3B,29.25,MGC
Cephalanthus Sugar ShackÂ®,#3B,25.6,MGC
Cercis canadensis 'Forest Pansy',#7,106.15,MGC
Cercis canadensis Hearts A'fireÂ® ,#7,106.15,MGC
Cercis canadensis 'Hearts of Gold',#7,106.15,MGC
Chamaecyparis pisifera 'Golden Mop',#3,26.4,MGC
Chamaecyparis pisifera Soft ServeÂ®,#3B,26.4,MGC
Clethra alnifolia 'Sixteen Candles',#3,24.5,MGC
Clethra Summer Sparkler (Einstein),#3B,24.5,MGC
Cornus alba Ivory HaloÂ®,#5,22.1,MGC
Cornus alba Neon Burstâ„¢,#5,29.95,MGC
Cornus alba Sgt. PepperÂ®,#5B,29.95,MGC
Cornus Arctic FireÂ® Red,#3B,26.4,MGC
Cornus Arctic FireÂ® Yellow,#3B,26.4,MGC
Cornus kousa SamaritanÂ®,#7,96.95,MGC
Cornus kousa Scarlet FireÂ®,#7,96.95,MGC
Cornus sericea 'Cardinal',#5,22.1,MGC
Cornus sericea 'Isanti',#5,22.1,MGC
Cornus sericea 'Silver and Gold',#5,28.65,MGC
Cornus x CelestialÂ®,#7,96.95,MGC
Cotinus coggygria 'Royal Purple',#5,35.85,MGC
Cotinus Winecraft BlackÂ®,#5B,35.85,MGC
Cotinus Winecraft GoldÂ®,#5B,35.85,MGC
Cotoneaster acutifolius,#5,22.1,MGC
Cotoneaster apiculatus,#3,19.35,MGC
Cotoneaster 'Hessei',#3,19.35,MGC
Deutzia Yuki Cherry BlossomÂ®,#3B,25.6,MGC
Deutzia Yuki SnowflakeÂ®,#3B,25.6,MGC
Diervilla Cool SplashÂ®,#3A,25.6,MGC
Diervilla Kodiak FreshÂ®,#3B,25.6,MGC
Diervilla KodiakÂ® Black,#3B,25.6,MGC
Diervilla KodiakÂ® Orange,#3B,25.6,MGC
Diervilla KodiakÂ® Red 2.0,#3B,25.6,MGC
Diervilla NightglowÂ®,#3B,25.6,MGC
Diervilla rivularis Ru-Bee WrenÂ®,#3B,29.25,MGC
Diervilla sessilifolia 'Butterfly',#3,23.5,MGC
Euonymus alatus 'Compactus',#5,28.65,MGC
Euonymus fortunei 'Emerald Gaiety',#3B,19.2,MGC
Euonymus fortunei 'Emerald 'n' Gold',#3B,19.2,MGC
Euonymus fortunei 'Sarcoxie',#3B,19.2,MGC
Forsythia Show OffÂ®,#3B,25.6,MGC
Forsythia Show OffÂ® SugarBabyÂ®,#3B,25.6,MGC
Forsythia x intermedia 'New Hampshire Gold',#5,24.8,MGC
Fothergilla gardenii,#3,31.95,MGC
Fothergilla major 'Mount Airy',#3,31.95,MGC
Fothergilla x intermedia 'Blue Shadow',#3,31.95,MGC
Hamamelis vernalis,#5,35.85,MGC
Heptacodium Temple of BloomÂ®,#5B,35.85,MGC
Hibiscus Azurri Blue SatinÂ®,#3B,25.6,MGC
Hibiscus Dark Lavender ChiffonÂ®,#3B,25.6,MGC
Hibiscus Purple PillarÂ®,#3B,25.6,MGC
Hibiscus syriacus Blue ChiffonÂ®,#3B,25.6,MGC
Hibiscus syriacus Magenta ChiffonÂ®,#3B,25.6,MGC
Hibiscus syriacus Paraplu Pink InkÂ®,#3B,25.6,MGC
Hydrangea arborescens 'Annabelle',#5,23.8,MGC
Hydrangea arborescens 'Haas Halo',#3B,29.25,MGC
Hydrangea arborescens IncrediballÂ® Blush,#5B,31.25,MGC
Hydrangea arborescens. IncrediballÂ®,#5B,31.25,MGC
Hydrangea Endless SummerÂ® BloomstruckÂ®,#3B,26.4,MGC
Hydrangea Endless SummerÂ® Blushing Bride,#3B,26.4,MGC
Hydrangea Endless SummerÂ® Dreamcloudâ„¢,#3B,26.4,MGC
Hydrangea Endless SummerÂ® Pop StarÂ®,#3B,26.4,MGC
Hydrangea Endless SummerÂ® The Original,#3B,26.4,MGC
Hydrangea Endless SummerÂ® TwistnShoutÂ®,#3B,26.4,MGC
Hydrangea Endless SummerÂ®Summer CrushÂ®,#3B,26.4,MGC
Hydrangea FlowerFullâ„¢,#3B,27.85,MGC
Hydrangea Incrediball Storm Proofâ„¢,#5B,31.25,MGC
Hydrangea Invincibelle Sublimeâ„¢,#3B,27.85,MGC
Hydrangea InvincibelleÂ® Ruby,#3B,27.85,MGC
Hydrangea Let's Dance Sky ViewÂ®,#3B,26.4,MGC
